=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.03.11 16:51:19 =~=~=~=~=~=~=~=~=~=~=~=
7       Thursday) 4:50:48          74.64                 6.94               6               0.45
2021/3/11 (Thursday) 4:50:49          
Initializing SD card...Card failed, or not present

Date & Time                  Temp (In Fahrenheit)          pH          TDS (In PPM)      Turbidity (In NTU)
2021/3/11 (Thursday) 4:57:23          74.97                 6.90               6               0.60
2021/3/11 (Thursday) 4:57:24          74.86                 6.94               12               0.53
2021/3/11 (Thursday) 4:57:25          74.86                 6.90               8               0.60
2021/3/11 (Thursday) 4:57:26          74.97                 6.90               10               0.51
2021/3/11 (Thursday) 4:57:27          74.86                 6.94               6               0.59
2021/3/11 (Thursday) 4:57:28          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 4:57:29          74.86                 6.96               6               0.53
2021/3/11 (Thursday) 4:57:30          74.86                 6.92               12               0.61
2021/3/11 (Thursday) 4:57:31          74.86                 6.92               10               0.54
2021/3/11 (Thursday) 4:57:32          74.86                 6.94               4               0.61
2021/3/11 (Thursday) 4:57:33          74.86                 6.92               10               0.51
2021/3/11 (Thursday) 4:57:34          74.86                 6.96               6               0.59
2021/3/11 (Thursday) 4:57:35          74.86                 6.92               10               0.53
2021/3/11 (Thursday) 4:57:36          74.86                 6.96               4               0.53
2021/3/11 (Thursday) 4:57:37          74.86                 6.92               12               0.61
2021/3/11 (Thursday) 4:57:38          74.86                 6.96               6               0.54
2021/3/11 (Thursday) 4:57:39          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 4:57:40          74.86                 6.96               10               0.54
2021/3/11 (Thursday) 4:57:41          74.86                 6.92               4               0.60
2021/3/11 (Thursday) 4:57:42          74.86                 6.90               12               0.51
2021/3/11 (Thursday) 4:57:43          74.86                 6.92               4               0.60
2021/3/11 (Thursday) 4:57:44          74.86                 6.92               10               0.59
2021/3/11 (Thursday) 4:57:45          74.86                 6.92               4               0.53
2021/3/11 (Thursday) 4:57:46          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 4:57:47          74.86                 6.96               12               0.55
2021/3/11 (Thursday) 4:57:48          74.86                 6.92               4               0.61
2021/3/11 (Thursday) 4:57:49          74.97                 6.92               12               0.53
2021/3/11 (Thursday) 4:57:50          74.97                 6.96               6               0.60
2021/3/11 (Thursday) 4:57:51          74.97                 6.92               10               0.52
2021/3/11 (Thursday) 4:57:52          74.86                 6.96               6               0.51
2021/3/11 (Thursday) 4:57:53          74.86                 6.94               10               0.61
2021/3/11 (Thursday) 4:57:54          74.86                 6.94               10               0.53
2021/3/11 (Thursday) 4:57:55          74.86                 6.90               6               0.61
2021/3/11 (Thursday) 4:57:56          74.86                 6.92               10               0.53
2021/3/11 (Thursday) 4:57:57          74.86                 6.96               6               0.61
2021/3/11 (Thursday) 4:57:58          74.97                 6.92               10               0.51
2021/3/11 (Thursday) 4:57:59          74.86                 6.96               6               0.53
2021/3/11 (Thursday) 4:58:0          74.97                 6.92               10               0.60
2021/3/11 (Thursday) 4:58:1          74.86                 6.94               6               0.53
2021/3/11 (Thursday) 4:58:2          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 4:58:3          74.86                 6.92               10               0.54
2021/3/11 (Thursday) 4:58:4          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 4:58:5          74.86                 6.92               10               0.53
2021/3/11 (Thursday) 4:58:6          74.86                 6.96               6               0.61
2021/3/11 (Thursday) 4:58:7          74.86                 6.92               12               0.57
2021/3/11 (Thursday) 4:58:8          74.86                 6.94               4               0.52
2021/3/11 (Thursday) 4:58:9          74.86                 6.92               10               0.62
2021/3/11 (Thursday) 4:58:10          74.86                 6.94               10               0.54
2021/3/11 (Thursday) 4:58:11          74.86                 6.90               6               0.61
2021/3/11 (Thursday) 4:58:12          74.86                 6.90               10               0.52
2021/3/11 (Thursday) 4:58:13          74.86                 6.94               6               0.60
2021/3/11 (Thursday) 4:58:14          74.97                 6.92               10               0.53
2021/3/11 (Thursday) 4:58:15          74.86                 6.94               2               0.53
2021/3/11 (Thursday) 4:58:16          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 4:58:17          74.86                 6.94               10               0.54
2021/3/11 (Thursday) 4:58:18          74.86                 6.94               4               0.62
2021/3/11 (Thursday) 4:58:19          74.97                 6.94               12               0.53
2021/3/11 (Thursday) 4:58:20          74.86                 6.96               4               0.59
2021/3/11 (Thursday) 4:58:21          74.86                 6.94               10               0.52
2021/3/11 (Thursday) 4:58:22          74.86                 6.96               6               0.61
2021/3/11 (Thursday) 4:58:23          74.86                 6.92               15               0.62
2021/3/11 (Thursday) 4:58:24          74.86                 6.96               4               0.54
2021/3/11 (Thursday) 4:58:25          74.86                 6.92               4               0.60
2021/3/11 (Thursday) 4:58:26          74.86                 6.94               12               0.53
2021/3/11 (Thursday) 4:58:27          74.86                 6.92               6               0.59
2021/3/11 (Thursday) 4:58:28          74.86                 6.89               10               0.53
2021/3/11 (Thursday) 4:58:29          74.86                 6.92               6               0.62
2021/3/11 (Thursday) 4:58:30          74.86                 6.94               10               0.59
2021/3/11 (Thursday) 4:58:31          74.86                 6.92               6               0.53
2021/3/11 (Thursday) 4:58:32          74.86                 6.92               10               0.60
2021/3/11 (Thursday) 4:58:33          74.86                 6.96               12               0.51
2021/3/11 (Thursday) 4:58:34          74.86                 6.94               6               0.60
2021/3/11 (Thursday) 4:58:35          74.97                 6.94               10               0.53
2021/3/11 (Thursday) 4:58:36          74.86                 6.96               6               0.63
2021/3/11 (Thursday) 4:58:37          74.86                 6.92               8               0.54
2021/3/11 (Thursday) 4:58:38          74.86                 6.94               6               0.53
2021/3/11 (Thursday) 4:58:39          74.86                 6.92               8               0.59
2021/3/11 (Thursday) 4:58:40          74.86                 6.92               8               0.53
2021/3/11 (Thursday) 4:58:41          74.86                 6.90               4               0.61
2021/3/11 (Thursday) 4:58:42          74.86                 6.94               10               0.54
2021/3/11 (Thursday) 4:58:43          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 4:58:44          74.86                 6.94               12               0.54
2021/3/11 (Thursday) 4:58:45          74.86                 6.96               6               0.61
2021/3/11 (Thursday) 4:58:46          74.97                 6.94               10               0.60
2021/3/11 (Thursday) 4:58:47          74.86                 6.96               6               0.53
2021/3/11 (Thursday) 4:58:48          74.86                 6.92               12               0.62
2021/3/11 (Thursday) 4:58:49          74.86                 6.96               8               0.54
2021/3/11 (Thursday) 4:58:50          74.86                 6.90               6               0.61
2021/3/11 (Thursday) 4:58:51          74.86                 6.92               10               0.53
2021/3/11 (Thursday) 4:58:52          74.86                 6.96               6               0.61
2021/3/11 (Thursday) 4:58:53          74.86                 6.89               12               0.53
2021/3/11 (Thursday) 4:58:54          74.86                 6.94               4               0.53
2021/3/11 (Thursday) 4:58:55          74.86                 6.90               10               0.62
2021/3/11 (Thursday) 4:58:56          74.97                 6.92               10               0.55
2021/3/11 (Thursday) 4:58:57          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 4:58:58          74.86                 6.96               12               0.52
2021/3/11 (Thursday) 4:58:59          74.86                 6.96               6               0.61
2021/3/11 (Thursday) 4:59:0          74.86                 6.92               10               0.53
2021/3/11 (Thursday) 4:59:1          74.86                 6.94               6               0.61
2021/3/11 (Thursday) 4:59:2          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 4:59:3          74.86                 6.94               6               0.54
2021/3/11 (Thursday) 4:59:4          74.86                 6.92               4               0.61
2021/3/11 (Thursday) 4:59:5          74.86                 6.94               10               0.53
2021/3/11 (Thursday) 4:59:6          74.86                 6.94               4               0.60
2021/3/11 (Thursday) 4:59:7          74.86                 6.90               12               0.53
2021/3/11 (Thursday) 4:59:8          74.86                 6.92               6               0.62
2021/3/11 (Thursday) 4:59:9          74.86                 6.90               12               0.61
2021/3/11 (Thursday) 4:59:10          74.86                 6.90               6               0.54
2021/3/11 (Thursday) 4:59:11          74.86                 6.92               10               0.60
2021/3/11 (Thursday) 4:59:12          74.86                 6.96               10               0.53
2021/3/11 (Thursday) 4:59:13          74.86                 6.90               8               0.61
2021/3/11 (Thursday) 4:59:14          74.86                 6.92               10               0.51
2021/3/11 (Thursday) 4:59:15          74.97                 6.94               6               0.59
2021/3/11 (Thursday) 4:59:16          74.86                 6.90               4               0.54
2021/3/11 (Thursday) 4:59:17          74.86                 6.96               4               0.55
2021/3/11 (Thursday) 4:59:18          74.86                 6.92               8               0.61
2021/3/11 (Thursday) 4:59:19          74.86                 6.94               4               0.54
2021/3/11 (Thursday) 4:59:20          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 4:59:21          74.86                 6.92               10               0.52
2021/3/11 (Thursday) 4:59:22          74.86                 6.90               6               0.60
2021/3/11 (Thursday) 4:59:23          74.86                 6.90               12               0.53
2021/3/11 (Thursday) 4:59:24          74.86                 6.94               6               0.61
2021/3/11 (Thursday) 4:59:25          74.86                 6.89               8               0.61
2021/3/11 (Thursday) 4:59:26          74.86                 6.94               8               0.54
2021/3/11 (Thursday) 4:59:27          74.86                 6.92               6               0.62
2021/3/11 (Thursday) 4:59:28          74.86                 6.96               10               0.54
2021/3/11 (Thursday) 4:59:29          74.86                 6.92               4               0.59
2021/3/11 (Thursday) 4:59:30          74.86                 6.92               10               0.53
2021/3/11 (Thursday) 4:59:31          74.86                 6.94               4               0.61
2021/3/11 (Thursday) 4:59:32          74.86                 6.92               10               0.54
2021/3/11 (Thursday) 4:59:33          74.75                 6.96               4               0.53
2021/3/11 (Thursday) 4:59:34          74.86                 6.90               10               0.62
2021/3/11 (Thursday) 4:59:35          74.86                 6.94               10               0.55
2021/3/11 (Thursday) 4:59:36          74.86                 6.92               6               0.62
2021/3/11 (Thursday) 4:59:37          74.75                 6.94               8               0.54
2021/3/11 (Thursday) 4:59:38          74.86                 6.94               6               0.62
2021/3/11 (Thursday) 4:59:39          74.86                 6.90               12               0.53
2021/3/11 (Thursday) 4:59:40          74.86                 6.92               4               0.53
2021/3/11 (Thursday) 4:59:41          74.86                 6.92               12               0.60
2021/3/11 (Thursday) 4:59:42          74.86                 6.94               4               0.54
2021/3/11 (Thursday) 4:59:43          74.86                 6.90               8               0.61
2021/3/11 (Thursday) 4:59:44          74.86                 6.94               10               0.54
2021/3/11 (Thursday) 4:59:45          74.86                 6.94               8               0.63
2021/3/11 (Thursday) 4:59:46          74.97                 6.90               10               0.55
2021/3/11 (Thursday) 4:59:47          74.86                 6.94               6               0.62
2021/3/11 (Thursday) 4:59:48          74.86                 6.90               10               0.61
2021/3/11 (Thursday) 4:59:49          74.86                 6.94               8               0.53
2021/3/11 (Thursday) 4:59:50          74.86                 6.92               10               0.60
2021/3/11 (Thursday) 4:59:51          74.86                 6.96               10               0.53
2021/3/11 (Thursday) 4:59:52          74.86                 6.90               6               0.62
2021/3/11 (Thursday) 4:59:53          74.86                 6.90               10               0.55
2021/3/11 (Thursday) 4:59:54          74.86                 6.96               4               0.63
2021/3/11 (Thursday) 4:59:55          74.86                 6.92               12               0.55
2021/3/11 (Thursday) 4:59:56          74.86                 6.92               4               0.55
2021/3/11 (Thursday) 4:59:57          74.86                 6.92               10               0.61
2021/3/11 (Thursday) 4:59:58          74.86                 6.92               6               0.52
2021/3/11 (Thursday) 4:59:59          74.86                 6.89               6               0.61
2021/3/11 (Thursday) 5:0:0          74.97                 6.94               12               0.53
2021/3/11 (Thursday) 5:0:1          74.86                 6.92               6               0.60
2021/3/11 (Thursday) 5:0:2          74.97                 6.89               10               0.54
2021/3/11 (Thursday) 5:0:3          74.86                 6.94               4               0.62
2021/3/11 (Thursday) 5:0:4          74.97                 6.90               10               0.63
2021/3/11 (Thursday) 5:0:5          74.86                 6.96               6               0.55
2021/3/11 (Thursday) 5:0:6          74.86                 6.94               10               0.61
2021/3/11 (Thursday) 5:0:7          74.86                 6.96               10               0.54
2021/3/11 (Thursday) 5:0:8          74.75                 6.90               4               0.60
2021/3/11 (Thursday) 5:0:9          74.86                 6.90               10               0.53
2021/3/11 (Thursday) 5:0:10          74.86                 6.94               6               0.61
2021/3/11 (Thursday) 5:0:11          74.86                 6.90               10               0.53
2021/3/11 (Thursday) 5:0:12          74.86                 6.94               8               0.55
2021/3/11 (Thursday) 5:0:13          74.86                 6.92               10               0.63
2021/3/11 (Thursday) 5:0:14          74.86                 6.94               10               0.54
2021/3/11 (Thursday) 5:0:15          74.86                 6.92               4               0.61
2021/3/11 (Thursday) 5:0:16          74.97                 6.94               12               0.54
2021/3/11 (Thursday) 5:0:17          74.86                 6.94               6               0.60
2021/3/11 (Thursday) 5:0:18          74.86                 6.90               6               0.53
2021/3/11 (Thursday) 5:0:19          74.86                 6.94               8               0.54
2021/3/11 (Thursday) 5:0:20          74.86                 6.89               10               0.61
2021/3/11 (Thursday) 5:0:21          74.75                 6.94               6               0.55
2021/3/11 (Thursday) 5:0:22          74.86                 6.89               4               0.63
2021/3/11 (Thursday) 5:0:23          74.86                 6.94               8               0.55
2021/3/11 (Thursday) 5:0:24          74.86                 6.96               4               0.63
2021/3/11 (Thursday) 5:0:25          74.97                 6.90               10               0.53
2021/3/11 (Thursday) 5:0:26          74.86                 6.96               8               0.60
2021/3/11 (Thursday) 5:0:27          74.86                 6.92               12               0.60
2021/3/11 (Thursday) 5:0:28          74.86                 6.96               6               0.52
2021/3/11 (Thursday) 5:0:29          74.86                 6.92               12               0.61
2021/3/11 (Thursday) 5:0:30          74.86                 6.94               10               0.55
2021/3/11 (Thursday) 5:0:31          74.86                 6.90               6               0.63
2021/3/11 (Thursday) 5:0:32          74.97                 6.92               10               0.57
2021/3/11 (Thursday) 5:0:33          74.86                 6.94               6               0.61
2021/3/11 (Thursday) 5:0:34          74.86                 6.92               8               0.53
2021/3/11 (Thursday) 5:0:35          74.86                 6.94               6               0.52
2021/3/11 (Thursday) 5:0:36          74.86                 6.89               10               0.61
2021/3/11 (Thursday) 5:0:37          74.86                 6.92               12               0.53
2021/3/11 (Thursday) 5:0:38          74.86                 6.90               6               0.63
2021/3/11 (Thursday) 5:0:39          74.97                 6.94               8               0.55
2021/3/11 (Thursday) 5:0:40          74.86                 6.94               6               0.62
2021/3/11 (Thursday) 5:0:41          74.86                 6.92               10               0.54
2021/3/11 (Thursday) 5:0:42          74.86                 6.94               6               0.61
2021/3/11 (Thursday) 5:0:43          74.97                 6.94               10               0.61
2021/3/11 (Thursday) 5:0:44          74.86                 6.94               6               0.53
2021/3/11 (Thursday) 5:0:45          74.86                 6.92               4               0.60
2021/3/11 (Thursday) 5:0:46          74.97                 6.96               10               0.54
2021/3/11 (Thursday) 5:0:47          74.86                 6.92               6               0.62
2021/3/11 (Thursday) 5:0:48          74.86                 6.92               10               0.55
2021/3/11 (Thursday) 5:0:49          74.97                 6.94               4               0.63
2021/3/11 (Thursday) 5:0:50          74.97                 6.92               10               0.54
2021/3/11 (Thursday) 5:0:51          74.97                 6.92               6               0.54
2021/3/11 (Thursday) 5:0:52          74.97                 6.90               10               0.62
2021/3/11 (Thursday) 5:0:53          74.86                 6.94               12               0.53
2021/3/11 (Thursday) 5:0:54          74.86                 6.90               4               0.61
2021/3/11 (Thursday) 5:0:55          74.86                 6.90               8               0.53
2021/3/11 (Thursday) 5:0:56          74.86                 6.92               4               0.61
2021/3/11 (Thursday) 5:0:57          74.86                 6.90               10               0.53
2021/3/11 (Thursday) 5:0:58          74.86                 6.94               6               0.55
2021/3/11 (Thursday) 5:0:59          74.86                 6.90               10               0.63
2021/3/11 (Thursday) 5:1:0          74.86                 6.94               6               0.55
2021/3/11 (Thursday) 5:1:1          74.86                 6.92               4               0.63
2021/3/11 (Thursday) 5:1:2          74.86                 6.94               10               0.55
2021/3/11 (Thursday) 5:1:3          74.86                 6.96               6               0.62
2021/3/11 (Thursday) 5:1:4          74.97                 6.92               12               0.55
2021/3/11 (Thursday) 5:1:5          74.86                 6.94               4               0.61
2021/3/11 (Thursday) 5:1:6          74.97                 6.92               10               0.61
2021/3/11 (Thursday) 5:1:7          74.86                 6.96               6               0.53
2021/3/11 (Thursday) 5:1:8          74.86                 6.92               12               0.60
2021/3/11 (Thursday) 5:1:9          74.86                 6.96               8               0.53
2021/3/11 (Thursday) 5:1:10          74.97                 6.92               4               0.63
2021/3/11 (Thursday) 5:1:11          74.97                 6.92               10               0.55
2021/3/11 (Thursday) 5:1:12          74.97                 6.92               6               0.63
2021/3/11 (Thursday) 5:1:13          74.86                 6.92               12               0.55
2021/3/11 (Thursday) 5:1:14          74.86                 6.96               8               0.54
2021/3/11 (Thursday) 5:1:15          74.86                 6.90               10               0.61
2021/3/11 (Thursday) 5:1:16          74.86                 6.92               8               0.52
2021/3/11 (Thursday) 5:1:17          74.86                 6.90               6               0.61
2021/3/11 (Thursday) 5:1:18          74.97                 6.92               10               0.52
2021/3/11 (Thursday) 5:1:19          74.86                 6.94               6               0.60
2021/3/11 (Thursday) 5:1:20          74.97                 6.90               10               0.53
2021/3/11 (Thursday) 5:1:21          74.86                 6.94               6               0.53
2021/3/11 (Thursday) 5:1:22          74.97                 6.89               10               0.61
2021/3/11 (Thursday) 5:1:23          74.86                 6.94               4               0.53
2021/3/11 (Thursday) 5:1:24          74.86                 6.90               4               0.63
2021/3/11 (Thursday) 5:1:25          74.86                 6.94               10               0.55
2021/3/11 (Thursday) 5:1:26          74.86                 6.92               6               0.63
2021/3/11 (Thursday) 5:1:27          74.97                 6.92               12               0.55
2021/3/11 (Thursday) 5:1:28          74.86                 6.94               4               0.62
2021/3/11 (Thursday) 5:1:29          74.86                 6.94               10               0.61
2021/3/11 (Thursday) 5:1:30          74.86                 6.94               4               0.53
2021/3/11 (Thursday) 5:1:31          74.86                 6.92               12               0.61
2021/3/11 (Thursday) 5:1:32          74.97                 6.94               10               0.53
2021/3/11 (Thursday) 5:1:33          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 5:1:34          74.97                 6.92               10               0.53
2021/3/11 (Thursday) 5:1:36          74.86                 6.96               4               0.61
2021/3/11 (Thursday) 5:1:37          74.97                 6.90               10               0.55
2021/3/11 (Thursday) 5:1:38          74.86                 6.94               4               0.55
2021/3/11 (Thursday) 5:1:39          74.86                 6.94               10               0.63
2021/3/11 (Thursday) 5:1:40          74.86                 6.94               6               0.55
2021/3/11 (Thursday) 5:1:41          74.86                 6.92               6               0.63
2021/3/11 (Thursday) 5:1:42          74.97                 6.96               10               0.55
2021/3/11 (Thursday) 5:1:43          74.86                 6.92               6               0.61
2021/3/11 (Thursday) 5:1:44          74.86                 6.89               10               0.54
2021/3/11 (Thursday) 5:1:45          7
